System Properties:																																												
Operating System:	 Microsoft Windows NT 6.0.6001 Service Pack 1																																											
System User Name:	 Tobii																																											
Machine Name:	 MOUNTDOOM																																											
																																												
Data properties:																																												
																																												
Recording name:	 Rec 25																																											
Recording date:	 7/9/2009																																											
Recording time:	 5:54:17 PM																																											
Recording resolution:	 1280 x 800																																											
																																												
Export date:	 7/13/2009																																											
Export time:	 12:49:19 PM																																											
																																												
Participant:	 P1																																											
Filter settings:																																												
																																												
Eye: Average																																												
Validity: Normal																																												
Fixation filter: Tobii fixation filter																																												
Fixation radius: 35																																												
																																												
Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	AudioSampleNumber		
0																					MovieStart	128	0	0	colorbars_Final.avi																	
6015	17:54:23.015	00:00:06.015	360	613.2985	391.679300	0.646249	0.404244	706.159500	3.206182	0	618.8561	422.333000	0.487027	0.402239	709.765300	3.623525	0	22	616.000000	407						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		616.000000	407	6015326	2493460211	512811
6032	17:54:23.032	00:00:06.031	361	622.3895	403.376700	0.646326	0.404303	706.038400	3.257945	0	613.1135	439.267900	0.487085	0.402279	709.805200	3.644657	0	22	618.000000	421						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		618.000000	421	6031952	2493476837	513609
6049	17:54:23.049	00:00:06.048	362	625.217	403.621300	0.646350	0.404427	706.013500	3.247491	0	630.2436	421.654600	0.487162	0.402421	709.846500	3.624475	0	22	628.000000	413						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		628.000000	413	6048575	2493493460	514407
6065	17:54:23.065	00:00:06.065	363	614.939	390.208600	0.646353	0.404598	706.066700	3.207312	0	624.3275	415.130000	0.487134	0.402582	709.614300	3.612912	0	22	620.000000	403						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		620.000000	403	6065325	2493510210	515211
6082	17:54:23.082	00:00:06.081	364	618.4405	385.406400	0.646321	0.404611	706.085700	3.216418	0	621.2942	438.691700	0.487101	0.402603	709.564900	3.663735	0	22	620.000000	412						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		620.000000	412	6081948	2493526833	516009
6099	17:54:23.099	00:00:06.098	365	623.3689	375.281500	0.646265	0.404633	706.157100	3.201832	0	620.1647	411.561300	0.487018	0.402660	709.688700	3.652444	0	22	622.000000	393						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		622.000000	393	6098573	2493543458	516807
6115	17:54:23.115	00:00:06.115	366	628.5186	425.892000	0.646132	0.404695	706.096700	3.307598	0	606.0863	426.076300	0.486897	0.402798	709.847500	3.668736	0	22	617.000000	426						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		617.000000	426	6115198	2493560083	517605
6132	17:54:23.132	00:00:06.131	367	623.9684	406.191500	0.646012	0.404755	705.887100	3.278115	0	616.1857	434.265800	0.486810	0.402877	709.879800	3.655948	0	22	620.000000	420						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		620.000000	420	6131949	2493576834	518409
6149	17:54:23.149	00:00:06.148	368	620.6013	379.998400	0.645909	0.404740	706.124100	3.214023	0	620.0654	428.991200	0.486723	0.402916	709.988200	3.630093	0	22	620.000000	404						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		620.000000	404	6148570	2493593455	519207
6165	17:54:23.165	00:00:06.165	369	626.9987	390.233700	0.645801	0.404671	706.334500	3.243549	0	607.0106	428.089800	0.486581	0.402891	709.973000	3.643360	0	22	617.000000	409						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		617.000000	409	6165196	2493610081	520005
6182	17:54:23.182	00:00:06.181	370	627.9885	394.868800	0.645650	0.404608	706.305900	3.256643	0	616.3793	425.139600	0.486468	0.402887	709.763900	3.637179	0	22	622.000000	410						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		622.000000	410	6181943	2493626828	520809
6199	17:54:23.199	00:00:06.198	371	636.1332	403.047800	0.645580	0.404628	706.232100	3.246612	0	609.4471	424.499700	0.486407	0.402932	709.753000	3.636465	0	22	623.000000	414						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		623.000000	414	6198566	2493643451	521607
6215	17:54:23.215	00:00:06.215	372	631.6679	424.014800	0.645525	0.404617	706.065400	3.297702	0	614.1061	442.634900	0.486343	0.402933	710.067400	3.674324	0	22	623.000000	433						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		623.000000	433	6215194	2493660079	522405
6232	17:54:23.232	00:00:06.231	373	626.8525	396.304900	0.645494	0.404488	706.110200	3.227650	0	621.8954	428.888900	0.486324	0.402861	710.032300	3.657231	0	22	624.000000	413						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		624.000000	413	6231818	2493676703	523203
6249	17:54:23.249	00:00:06.248	374	628.2318	410.434200	0.645482	0.404403	706.121600	3.284049	0	611.4098	431.232400	0.486328	0.402770	710.067100	3.652176	0	22	620.000000	421						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		620.000000	421	6248566	2493693451	524006
6265	17:54:23.265	00:00:06.265	375	630.1824	413.455600	0.645489	0.404400	706.071200	3.290321	0	615.1696	437.817100	0.486324	0.402789	710.043300	3.662767	0	22	623.000000	426						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		623.000000	426	6265191	2493710076	524804
6282	17:54:23.282	00:00:06.281	376	633.2619	403.641000	0.645503	0.404300	706.073700	3.247739	0	613.7272	426.978000	0.486336	0.402682	710.044600	3.665937	0	22	623.000000	415						colorbars_Final.avi	0	1280	800	0	0	620	417	450	0	Content		623.000000	415	6281816	2493726701	525602
6298	17:54:23.298	00:00:06.298	377	661.6076	410.938000	0.645361	0.404186	706.316700	3.265060	0	642.9419	430.247200	0.486158	0.402575	709.650900	3.643048	0	23	652.000000	421						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		652.000000	421	6298441	2493743326	526400
6315	17:54:23.315	00:00:06.315	378	680.4011	407.469700	0.645293	0.404163	706.629600	3.278489	0	665.0281	446.929700	0.486114	0.402518	709.619100	3.676722	0	23	673.000000	427						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		673.000000	427	6315190	2493760075	527204
6332	17:54:23.332	00:00:06.331	379	684.9362	394.321800	0.645358	0.404194	706.307700	3.274457	0	666.4514	424.971300	0.486210	0.402438	709.822500	3.653429	0	23	676.000000	410						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		676.000000	410	6331814	2493776699	528002
6348	17:54:23.348	00:00:06.348	380	688.2198	418.073300	0.645442	0.404216	706.030200	3.309689	0	663.9418	419.499900	0.486271	0.402396	709.885500	3.636613	0	23	676.000000	419						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		676.000000	419	6348440	2493793325	528800
6365	17:54:23.365	00:00:06.365	381	672.6566	405.099100	0.645527	0.404204	706.035000	3.275689	0	652.5967	427.988800	0.486341	0.402344	709.872700	3.668150	0	23	663.000000	417						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		663.000000	417	6365061	2493809946	529598
6382	17:54:23.382	00:00:06.381	382	677.929	420.406300	0.645648	0.404319	706.288500	3.256514	0	658.8104	433.807600	0.486447	0.402419	709.591200	3.667359	0	23	668.000000	427						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		668.000000	427	6381812	2493826697	530402
6398	17:54:23.398	00:00:06.398	383	675.3489	405.696000	0.645711	0.404492	706.353400	3.243999	0	657.1487	432.364600	0.486510	0.402568	709.706500	3.678299	0	23	666.000000	419						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		666.000000	419	6398437	2493843322	531200
6415	17:54:23.415	00:00:06.415	384	683.2404	403.835000	0.645793	0.404599	706.387500	3.248969	0	659.5544	418.871400	0.486590	0.402617	709.500900	3.655800	0	23	671.000000	411						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		671.000000	411	6415059	2493859944	531998
6432	17:54:23.432	00:00:06.431	385	685.6106	431.827400	0.645829	0.404688	706.421800	3.311492	0	661.1439	435.188200	0.486606	0.402665	709.582900	3.677761	0	23	673.000000	434						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		673.000000	434	6431699	2493876584	532797
6448	17:54:23.448	00:00:06.448	386	682.7847	412.400000	0.645837	0.404897	706.454800	3.262237	0	665.5994	423.304700	0.486623	0.402813	709.688400	3.648373	0	23	674.000000	418						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		674.000000	418	6448434	2493893319	533600
6465	17:54:23.465	00:00:06.465	387	680.3083	426.388400	0.645831	0.404858	706.453100	3.321665	0	667.9775	432.837500	0.486644	0.402857	709.920600	3.680490	0	23	674.000000	430						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		674.000000	430	6465058	2493909943	534398
6482	17:54:23.482	00:00:06.481	388	682.3743	396.966900	0.645823	0.404852	706.520500	3.217169	0	654.8217	417.487700	0.486620	0.402828	709.723700	3.658076	0	23	669.000000	407						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		669.000000	407	6481692	2493926577	535196
6498	17:54:23.498	00:00:06.498	389	682.1685	409.298600	0.645801	0.404921	706.714000	3.282331	0	669.8638	423.111200	0.486652	0.402880	709.932100	3.687339	0	23	676.000000	416						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		676.000000	416	6498304	2493943189	535994
6515	17:54:23.515	00:00:06.515	390	681.1389	420.076800	0.645808	0.405038	706.694000	3.260566	0	660.139	426.714200	0.486630	0.402941	710.150100	3.671119	0	23	671.000000	423						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		671.000000	423	6515052	2493959937	536798
6532	17:54:23.532	00:00:06.531	391	674.6665	414.716500	0.645797	0.404993	706.790400	3.294226	0	661.514	420.338400	0.486627	0.402904	710.212200	3.664494	0	23	668.000000	418						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		668.000000	418	6531687	2493976572	537596
6548	17:54:23.548	00:00:06.548	392	680.7115	394.957200	0.645785	0.404989	706.877600	3.267769	0	666.1638	416.363200	0.486612	0.402930	710.274700	3.669369	0	23	673.000000	406						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		673.000000	406	6548297	2493993182	538393
6565	17:54:23.565	00:00:06.564	393	680.6646	421.585600	0.645765	0.404994	706.915500	3.334021	0	664.7271	410.829600	0.486591	0.402932	710.288600	3.668860	0	23	673.000000	416						colorbars_Final.avi	0	1280	800	0	0	672	418	283	0	Content		673.000000	416	6564921	2494009806	539191
6582	17:54:23.582	00:00:06.581	394	660.2258	394.821400	0.645825	0.404854	706.870200	3.264570	0	648.5096	416.586200	0.486708	0.402887	710.329500	3.717113	0	24	654.000000	406						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		654.000000	406	6581682	2494026567	539996
6598	17:54:23.598	00:00:06.598	395	622.4179	396.042400	0.645922	0.404680	706.551300	3.241700	0	622.7437	411.621600	0.486809	0.402672	710.249100	3.711117	0	24	623.000000	404						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		623.000000	404	6598295	2494043180	540793
6615	17:54:23.615	00:00:06.614	396	644.2142	399.800800	0.645877	0.404546	706.811200	3.281721	0	623.9527	420.060800	0.486769	0.402585	710.313800	3.726224	0	24	634.000000	410						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		634.000000	410	6614920	2494059805	541591
6632	17:54:23.632	00:00:06.631	397	633.7512	429.348600	0.645853	0.404434	706.995000	3.350312	0	624.596	413.333700	0.486753	0.402481	710.394300	3.715750	0	24	629.000000	421						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		629.000000	421	6631542	2494076427	542389
6648	17:54:23.648	00:00:06.648	398	637.566	411.258400	0.645829	0.404175	706.953200	3.341610	0	625.8163	407.680300	0.486706	0.402191	710.675500	3.716007	0	24	632.000000	409						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		632.000000	409	6648291	2494093176	543193
6665	17:54:23.665	00:00:06.664	399	646.441	405.341500	0.645835	0.403941	706.963300	3.317140	0	631.0024	413.320500	0.486729	0.402039	710.480300	3.727869	0	24	639.000000	409						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		639.000000	409	6664914	2494109799	543991
6682	17:54:23.682	00:00:06.681	400	632.2699	401.656500	0.645868	0.403900	706.818600	3.318363	0	623.2958	399.262900	0.486748	0.402008	710.429900	3.725847	0	24	628.000000	400						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		628.000000	400	6681538	2494126423	544789
6698	17:54:23.698	00:00:06.698	401	634.876	417.331000	0.645906	0.403855	706.742700	3.342764	0	632.3812	398.441000	0.486763	0.401972	710.379800	3.731155	0	24	634.000000	408						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		634.000000	408	6698162	2494143047	545587
6715	17:54:23.715	00:00:06.714	402	639.8537	418.132600	0.645961	0.403719	706.579900	3.355586	0	622.0886	401.309600	0.486794	0.401801	710.358500	3.734096	0	24	631.000000	410						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		631.000000	410	6714911	2494159796	546391
6732	17:54:23.732	00:00:06.731	403	642.4241	414.783100	0.646081	0.403740	706.461700	3.348582	0	619.6133	414.206800	0.486854	0.401795	710.266100	3.749988	0	24	631.000000	414						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		631.000000	414	6731532	2494176417	547188
6748	17:54:23.748	00:00:06.748	404	650.2914	405.550000	0.646246	0.403966	706.669400	3.334293	0	621.9199	400.490200	0.486975	0.401915	710.405800	3.754273	0	24	636.000000	403						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		636.000000	403	6748156	2494193041	547986
6765	17:54:23.765	00:00:06.764	405	635.4783	411.653500	0.646402	0.404006	706.310400	3.366208	0	631.5421	416.247400	0.487202	0.401910	710.017300	3.774576	0	24	634.000000	414						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		634.000000	414	6764906	2494209791	548790
6782	17:54:23.782	00:00:06.781	406	639.4874	420.359700	0.646639	0.404240	706.245200	3.390229	0	616.2276	414.120700	0.487358	0.401952	709.981800	3.786666	0	24	628.000000	417						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		628.000000	417	6781547	2494226432	549589
6798	17:54:23.798	00:00:06.798	407	647.2236	424.887000	0.646916	0.404513	705.900000	3.417348	0	633.1713	399.363500	0.487644	0.402118	709.834800	3.766573	0	24	640.000000	412						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		640.000000	412	6798159	2494243044	550386
6815	17:54:23.815	00:00:06.814	408	636.7154	400.334500	0.647155	0.404725	706.025900	3.383669	0	620.5066	407.786000	0.487837	0.402215	709.712600	3.808905	0	24	629.000000	404						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		629.000000	404	6814779	2494259664	551184
6832	17:54:23.832	00:00:06.831	409	636.6716	404.993900	0.647408	0.404840	705.832100	3.371341	0	620.6654	407.335900	0.488054	0.402205	709.467300	3.797748	0	24	629.000000	406						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		629.000000	406	6831529	2494276414	551988
6848	17:54:23.848	00:00:06.848	410	636.5804	402.515700	0.647603	0.405086	705.839000	3.378240	0	621.3821	410.369300	0.488279	0.402298	709.526100	3.805659	0	24	629.000000	406						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		629.000000	406	6848153	2494293038	552786
6865	17:54:23.865	00:00:06.864	411	641.0554	406.455400	0.647826	0.405336	705.844500	3.399867	0	617.9661	409.304000	0.488450	0.402523	709.240700	3.815352	0	24	630.000000	408						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		630.000000	408	6864779	2494309664	553584
6881	17:54:23.881	00:00:06.881	412	649.4635	416.964900	0.647958	0.405368	705.654800	3.432572	0	629.5342	398.954200	0.488593	0.402571	709.014500	3.810191	0	24	639.000000	408						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		639.000000	408	6881403	2494326288	554382
6898	17:54:23.898	00:00:06.898	413	644.568	413.186800	0.648050	0.405345	705.796000	3.414872	0	618.0599	399.926500	0.488682	0.402498	709.196000	3.806298	0	24	631.000000	407						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		631.000000	407	6898153	2494343038	555186
6915	17:54:23.915	00:00:06.914	414	642.0606	399.617700	0.648104	0.405442	705.827000	3.404362	0	624.6989	419.370400	0.488744	0.402559	709.435000	3.846155	0	24	633.000000	409						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		633.000000	409	6914777	2494359662	555984
6931	17:54:23.931	00:00:06.931	415	639.2541	400.725500	0.648114	0.405448	705.876000	3.435928	0	621.613	400.441900	0.488766	0.402570	709.484200	3.823277	0	24	630.000000	401						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		630.000000	401	6931402	2494376287	556782
6948	17:54:23.948	00:00:06.948	416	638.8999	398.338000	0.648085	0.405347	705.860300	3.415938	0	624.4882	410.502800	0.488750	0.402531	709.541400	3.856148	0	24	632.000000	404						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		632.000000	404	6948042	2494392927	557581
6965	17:54:23.965	00:00:06.964	417	639.3598	416.835200	0.648019	0.405222	705.749700	3.466033	0	630.7993	401.934600	0.488714	0.402495	709.555100	3.861960	0	24	635.000000	409						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		635.000000	409	6964779	2494409664	558384
6981	17:54:23.981	00:00:06.981	418	644.6989	405.650200	0.647957	0.405111	705.702500	3.448093	0	620.5654	409.110200	0.488601	0.402344	709.493000	3.881167	0	24	633.000000	407						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		633.000000	407	6981403	2494426288	559182
6998	17:54:23.998	00:00:06.998	419	645.1631	408.618300	0.647858	0.404886	706.022500	3.467712	0	618.002	409.669100	0.488497	0.402271	709.360800	3.866300	0	24	632.000000	409						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		632.000000	409	6998028	2494442913	559980
7015	17:54:24.015	00:00:07.014	420	642.7732	398.274800	0.647761	0.404727	706.150900	3.431073	0	622.3201	419.362700	0.488432	0.402218	709.439900	3.871401	0	24	633.000000	409						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		633.000000	409	7014658	2494459543	560778
7031	17:54:24.031	00:00:07.031	421	642.3195	392.387500	0.647636	0.404542	706.152000	3.405293	0	623.6447	405.664200	0.488332	0.402129	709.804800	3.857598	0	24	633.000000	399						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		633.000000	399	7031402	2494476287	561582
7048	17:54:24.048	00:00:07.048	422	633.2031	399.512000	0.647550	0.404398	705.957200	3.434182	0	626.0743	401.172900	0.488275	0.402059	709.825100	3.875172	0	24	630.000000	400						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		630.000000	400	7048025	2494492910	562380
7065	17:54:24.065	00:00:07.064	423	648.4382	437.782500	0.647499	0.404296	705.850200	3.555663	0	620.2974	410.447700	0.488205	0.401942	709.633400	3.853872	0	24	634.000000	424						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		634.000000	424	7064654	2494509539	563178
7081	17:54:24.081	00:00:07.081	424	632.0613	411.620700	0.647539	0.404261	705.885700	3.486788	0	612.45	421.253800	0.488254	0.401939	709.856400	3.864565	0	24	622.000000	416						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		622.000000	416	7081276	2494526161	563976
7098	17:54:24.098	00:00:07.098	425	643.1592	432.634700	0.647527	0.404293	705.797300	3.487203	0	621.3318	437.271500	0.488255	0.402003	709.890600	3.871782	0	24	632.000000	435						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		632.000000	435	7098022	2494542907	564780
7115	17:54:24.115	00:00:07.114	426	627.5728	403.895800	0.647600	0.404325	705.868800	3.425662	0	612.8838	432.733400	0.488291	0.402021	709.871600	3.863090	0	24	620.000000	418						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		620.000000	418	7114647	2494559532	565578
7131	17:54:24.131	00:00:07.131	427	634.1463	425.343000	0.647769	0.404418	706.148300	3.473652	0	604.5146	443.858200	0.488391	0.402043	709.875700	3.899729	0	24	619.000000	435						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		619.000000	435	7131269	2494576154	566375
7148	17:54:24.148	00:00:07.147	428	642.9061	418.500200	0.647980	0.404662	705.733000	3.499318	0	621.7668	430.272900	0.488669	0.402098	709.776100	3.869427	0	24	632.000000	424						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		632.000000	424	7147894	2494592779	567173
7165	17:54:24.165	00:00:07.164	429	634.5202	417.013500	0.648282	0.404848	705.895400	3.507052	0	608.5264	437.053100	0.488867	0.402135	709.732000	3.886461	0	24	622.000000	427						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		622.000000	427	7164642	2494609527	567977
7181	17:54:24.181	00:00:07.181	430	637.1227	432.115400	0.648535	0.405144	705.616600	3.505898	0	616.8424	428.548700	0.489190	0.402217	709.601000	3.881103	0	24	627.000000	430						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		627.000000	430	7181267	2494626152	568775
7198	17:54:24.198	00:00:07.197	431	646.8647	411.742300	0.648871	0.405468	705.554700	3.505538	0	613.8251	438.386600	0.489426	0.402368	709.283900	3.893666	0	24	630.000000	425						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		630.000000	425	7197892	2494642777	569573
7215	17:54:24.215	00:00:07.214	432	634.3247	405.067200	0.649087	0.405643	705.679200	3.487731	0	617.484	438.115800	0.489672	0.402444	709.278400	3.895625	0	24	626.000000	422						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		626.000000	422	7214514	2494659399	570371
7231	17:54:24.231	00:00:07.231	433	645.4306	423.479500	0.649320	0.405909	705.602900	3.541265	0	614.5924	445.872300	0.489840	0.402493	709.438800	3.907947	0	24	630.000000	435						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		630.000000	435	7231263	2494676148	571175
7248	17:54:24.248	00:00:07.247	434	631.0026	411.175000	0.649440	0.406072	705.433000	3.486639	0	616.3522	426.109000	0.489970	0.402722	709.052200	3.908466	0	24	624.000000	419						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		624.000000	419	7247887	2494692772	571973
7265	17:54:24.265	00:00:07.264	435	635.6133	421.236000	0.649495	0.406148	705.481700	3.522187	0	615.2029	435.416300	0.490060	0.402787	708.912200	3.882195	0	24	625.000000	428						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		625.000000	428	7264510	2494709395	572771
7281	17:54:24.281	00:00:07.281	436	630.4547	430.366700	0.649508	0.406209	705.449000	3.562047	0	617.2795	437.705600	0.490069	0.402791	708.893700	3.912023	0	24	624.000000	434						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		624.000000	434	7281256	2494726141	573575
7298	17:54:24.298	00:00:07.297	437	631.3177	415.470900	0.649507	0.406239	705.473800	3.526690	0	613.596	422.740000	0.490038	0.402836	708.817900	3.898140	0	24	622.000000	419						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		622.000000	419	7297879	2494742764	574373
7315	17:54:24.315	00:00:07.314	438	634.6362	416.717100	0.649483	0.406264	705.543600	3.530062	0	612.5166	432.845800	0.490073	0.402844	709.149200	3.906968	0	24	624.000000	425						colorbars_Final.avi	0	1280	800	0	0	630	410	749	0	Content		624.000000	425	7314504	2494759389	575170
7331	17:54:24.331	00:00:07.331	439	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7331131	2494776016	575969
7348	17:54:24.348	00:00:07.347	440	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7347878	2494792763	576772
7364	17:54:24.364	00:00:07.364	441	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7364499	2494809384	577570
7381	17:54:24.381	00:00:07.381	442	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7381121	2494826006	578368
7398	17:54:24.398	00:00:07.397	443	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7397743	2494842628	579166
7414	17:54:24.414	00:00:07.414	444	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7414493	2494859378	579970
7431	17:54:24.431	00:00:07.431	445	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7431117	2494876002	580768
7448	17:54:24.448	00:00:07.447	446	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7447743	2494892628	581566
7464	17:54:24.464	00:00:07.464	447	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7464430	2494909315	582367
7481	17:54:24.481	00:00:07.481	448	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7481098	2494925983	583167
7498	17:54:24.498	00:00:07.497	449	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7497733	2494942618	583965
7514	17:54:24.514	00:00:07.514	450	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						colorbars_Final.avi	0	1280	800	0	0				0	Content		0.000000	0	7514401	2494959286	584765
